Filename, Score1 , Score2 , Score3 , Score4 , Score5 , Score6 , Score7 , Score8 , Score9 , Score10 , Score11 , Score12 , Score13 , Score14 , Score15 , Score16 , Score17 , Score18 , Score19 , Score20 , Score21 , Score22 , Score23 , Score24 , Score25 , Score26 , Score27 , Score28 , Score29 , Score30 , Score31 , Score32 , Score33 , Score34 , Score35 , Score36 , Score37 , Score38 , Score39 , Score40 , Score41 , Score42 , Score43 , Score44 , Score45 , Score46 , Score47 , Score48 , Score49 , Score50 , Citations
303013,0.4121486906,0.2331117635,0.2226730884,0.1902718492,0.1815414928,0.1637889385,0.1627829228,0.1520303886,0.1455566957,0.1455566957,0.1431607577,0.1404867738,0.1300711014,0.1299504286,0.124153109,0.1229666623,0.1199133842,0.1158530455,0.1138154478,0.1083407789,0.0979119791,0.0967861195,0.0946684612,0.0873670026,0.0833934521,0.082216672,0.0819158567,0.079531779,0.0782795516,0.0755859334,0.0748496458,0.0712859824,0.0705916851,0.0694235382,0.0691643728,0.0667875369,0.0664003967,0.0661621344,0.0661621344,0.0661621344,0.0646873651,0.0640045985,0.0631123075,0.0630831718,0.0624347791,0.0606407507,0.0578428699,0.0578299167,0.0571966447,0.0569645865,18
302199,0.3170781782,0.1812356092,0.1595555918,0.1480287438,0.1423147234,0.1355510412,0.1352976241,0.1321159076,0.1280637948,0.1274355558,0.1213388958,0.1207795592,0.1197770548,0.1130578819,0.1128210423,0.1090906792,0.1083908716,0.1036356944,0.1012296267,0.100317794,0.0974486415,0.0949571012,0.0946436639,0.0946436639,0.0906178046,0.0893955604,0.0874951055,0.0854836399,0.0802947422,0.0793662624,0.079242397,0.0791387645,0.0788789081,0.0776426329,0.0757375713,0.0754922142,0.0749412128,0.069461638,0.0687966198,0.0676868815,0.0668785293,0.0668785293,0.0668785293,0.0668785293,0.0668785293,0.0661629091,0.0660649596,0.0650522326,0.0635600878,0.063095776,215
304082,0.4276448751,0.2893703364,0.2602328502,0.2399195535,0.2013898666,0.1940328403,0.1858856224,0.1663822135,0.1625007481,0.1557371932,0.1486735047,0.1451435121,0.1348934369,0.1244683312,0.1150631489,0.105498099,0.1047163698,0.1010632192,0.100001447,0.0973972582,0.0933061669,0.0921767531,0.0873443115,0.0866612673,0.0853561916,0.0849063802,0.0841594788,0.0799704829,0.0718459362,0.0672548167,0.0642138277,0.062882139,0.0623332497,0.0621811366,0.0610553329,0.0599841452,0.0586570135,0.0585755104,0.0554933491,0.0551927255,0.054931198,0.054875028,0.054709391,0.051237472,0.0483757182,0.0477103139,0.0462770368,0.0458138554,0.0454211768,0.0452806562,1
304083,0.3404765066,0.3360917693,0.325993651,0.2827479244,0.2346578225,0.2340066228,0.202541774,0.1906132124,0.1555518595,0.1398968764,0.1366411868,0.1319019532,0.1178855809,0.1169227109,0.1152943184,0.1144378828,0.0971700557,0.0934594413,0.0912263344,0.084981627,0.0804724901,0.0798492053,0.0785799467,0.0701482828,0.0698557824,0.0689767433,0.067648413,0.0676251807,0.0651748897,0.0651538912,0.0644444545,0.0632966865,0.0607993762,0.0607589329,0.058372854,0.058213152,0.0578961592,0.0568880311,0.0558672658,0.054895835,0.0546069096,0.051281668,0.0507888489,0.0486395009,0.0486395009,0.0479187188,0.0477105563,0.0475224618,0.0470253207,0.0465705216,54
304080,0.2594645374,0.2594225659,0.2528297939,0.2496403209,0.2381328889,0.2047920509,0.2012287406,0.1464112475,0.1464112475,0.1434682529,0.1427641186,0.1418280284,0.1260649653,0.1260649653,0.112430483,0.1099512559,0.1061722531,0.0996261834,0.0975946897,0.0972238669,0.0968896119,0.0929265047,0.0917901587,0.0900464038,0.085748825,0.0847141405,0.0833695598,0.0827268127,0.0787944697,0.0776545577,0.0766622106,0.0763719706,0.0755702411,0.0726121205,0.072037123,0.072037123,0.072037123,0.072037123,0.0712476382,0.069228718,0.0675395958,0.0650716655,0.0643919608,0.0640635591,0.0639033978,0.0624533383,0.0624464316,0.0623652225,0.0616429888,0.0611268438,55
304081,0.6450772097,0.2134253028,0.2124105127,0.210659278,0.1334590445,0.1282272914,0.1223351701,0.1178897485,0.1165399135,0.1145903933,0.1143934667,0.1119777723,0.1019459751,0.0981178531,0.0967684487,0.0967684487,0.094968529,0.0920234399,0.0875533566,0.0816855728,0.078816076,0.0776765674,0.0774092652,0.0774092652,0.0710366808,0.0675147604,0.0663935133,0.0661776803,0.0659420217,0.065899017,0.0654024468,0.0650483154,0.0638813872,0.063749981,0.0626852286,0.0624559388,0.0580677848,0.0558323356,0.0548279969,0.0540263446,0.0540128785,0.0533129942,0.0525536179,0.0519466556,0.0516061768,0.0516061768,0.0516061768,0.0516061768,0.0516061768,0.0516061768,5
304086,0.4005252734,0.2678803968,0.2644416003,0.2545287597,0.2453626488,0.1975603955,0.1906595443,0.1684872526,0.1503044739,0.1416552948,0.1331244399,0.1267767888,0.1237773898,0.1221684641,0.1058618409,0.1017943505,0.0994984331,0.0969644357,0.0965473929,0.0945614266,0.0898776699,0.0888825019,0.0874012438,0.0865068211,0.0859006179,0.0858766391,0.0807373266,0.0802569067,0.07851316,0.076334273,0.0756382113,0.0724003229,0.0723872084,0.0688835306,0.0688835306,0.0687927939,0.0661572755,0.0656000755,0.0649873713,0.0628687729,0.0621035031,0.061718738,0.0609864058,0.0607395776,0.0568104021,0.0550390044,0.0548488382,0.0516332493,0.0512051303,0.0511593778,10
304087,0.4422998768,0.3287259722,0.229339251,0.2094991747,0.2058662989,0.1800255204,0.1578989817,0.1534966295,0.1534401165,0.1438386037,0.1241281323,0.1176312668,0.1154916603,0.1146518956,0.1108233242,0.10372704,0.0989885005,0.0919302859,0.0864392,0.0827623341,0.0821816334,0.0732971611,0.0732971611,0.0732971611,0.0732971611,0.0726306394,0.0705427145,0.0692962834,0.06915136,0.0667860888,0.0667577242,0.0658689667,0.0652865917,0.064786276,0.0643878846,0.0615261775,0.0612479432,0.0601558729,0.0595691513,0.0588388219,0.0560907885,0.0549728709,0.0549728709,0.0549728709,0.0546889071,0.0526951733,0.05186352,0.0502478768,0.050199335,0.0501943704,5
304084,0.2791087751,0.2677672232,0.2096088675,0.202527867,0.1986052097,0.1754217681,0.170534561,0.1625649666,0.1623454871,0.1552787668,0.1378466186,0.1221469334,0.1200236698,0.1182306261,0.1182306261,0.1168923475,0.1120395328,0.1080511382,0.1065340296,0.1052716461,0.0985255218,0.0977175468,0.0967384437,0.0912456961,0.0908470576,0.0902307494,0.0898877343,0.0878145037,0.0874369453,0.0861839913,0.0860960635,0.0858546991,0.0852272237,0.0848174023,0.0800731459,0.0800505872,0.0785913728,0.0781302594,0.0770035089,0.0758487101,0.0745825859,0.0736766774,0.0732933614,0.072430318,0.0647474952,0.0645487249,0.0600703467,0.0591153131,0.0591153131,0.058002737,130
304085,0.2655623974,0.2538858197,0.205372299,0.1965962509,0.1807543116,0.1802706091,0.1539249549,0.1497481026,0.1464262114,0.143466166,0.1411644452,0.1377032675,0.1305256215,0.1265618707,0.1157525305,0.1152924723,0.1145827023,0.1132681649,0.1104508298,0.1088763258,0.1084808654,0.1073299175,0.1062282349,0.1052111291,0.1037853176,0.1035176341,0.1005557103,0.0942651203,0.0893872134,0.0875178049,0.0874180149,0.0867407638,0.0809040247,0.080793576,0.0791385387,0.0780987369,0.0777781339,0.0767269705,0.0761153648,0.0756992591,0.0752249443,0.0745231255,0.0744361116,0.0744142499,0.0743882502,0.0728529725,0.0720942772,0.0699561669,0.0691754834,0.0691754834,13
301110,0.3260860535,0.2476519027,0.219375695,0.2080060742,0.1936922908,0.182172418,0.16631453,0.1599885354,0.1571009112,0.1570538056,0.1399764605,0.1293066984,0.1207644584,0.1190112217,0.1169594555,0.116754518,0.0974662129,0.0952936684,0.091707642,0.0909280867,0.0899488627,0.0891832205,0.0880937342,0.0829145024,0.0822804186,0.0808944323,0.0804699215,0.0780428172,0.0779729703,0.0754777865,0.0751424276,0.0746320897,0.0717113428,0.0710089631,0.070733868,0.0699900359,0.0683948287,0.0659619642,0.0653318288,0.0648840134,0.0634908591,0.0602008287,0.0601736256,0.0599966883,0.0599493135,0.0598689782,0.05966647,0.0594303069,0.0588004944,0.0579479471,26
304248,0.2815509052,0.2490391954,0.2432227928,0.240241992,0.2077133691,0.1690711094,0.1677659925,0.1633618908,0.1529415423,0.1452153565,0.1428926579,0.1388058373,0.1376556609,0.1261614895,0.1231512318,0.1179210421,0.1152593297,0.1139517536,0.1096073114,0.1071770994,0.1014426657,0.0952820544,0.0893017316,0.0860506625,0.0836064438,0.0829904021,0.080662509,0.0768395532,0.0752743554,0.0738742383,0.0738742383,0.0670135685,0.0613942301,0.0601918093,0.0598375502,0.0588093382,0.0579236678,0.0533089558,0.0519655075,0.0518068935,0.0510001584,0.0505143776,0.0500638659,0.049935241,0.0496281278,0.047950933,0.047630886,0.047630886,0.047630886,0.047630886,6
304249,0.2916757965,0.2621901087,0.2284113463,0.2130978635,0.2055702117,0.1944519471,0.1704289622,0.1570520877,0.1530636399,0.1530636399,0.1496086893,0.1365318409,0.1351293607,0.1275530332,0.1166575779,0.1116953123,0.1047013918,0.1036048582,0.0992604405,0.0959157555,0.0950096751,0.0931202449,0.0874931835,0.0837714843,0.0827226739,0.0815032734,0.0791747292,0.0749601236,0.0732806034,0.0719175705,0.0719175705,0.0711361337,0.0695589042,0.0685234039,0.067551056,0.0661738681,0.0638705677,0.0632944881,0.0632502439,0.0600636567,0.0595956094,0.0593834135,0.058774067,0.0585975407,0.0585975407,0.0580199474,0.0579703058,0.0572398002,0.0568001271,0.0558476562,13
303258,0.572312244,0.240859866,0.2407540016,0.2184536339,0.2052885734,0.2033252717,0.1944886425,0.1485283259,0.1387445081,0.1384818232,0.1371900004,0.1341031827,0.1324352202,0.1264430821,0.1228099517,0.1181900422,0.1121199719,0.0994939146,0.0965558569,0.0962583715,0.0951204117,0.0890672945,0.0801606398,0.0748033241,0.0740091151,0.0711150919,0.0691963766,0.0690883749,0.068492569,0.0665522312,0.0652451417,0.0645330005,0.0628293957,0.0622621045,0.0617732941,0.0612184696,0.0603801407,0.0579497091,0.0529690802,0.0514595947,0.0502558497,0.0496368687,0.0493052091,0.0477961116,0.0473493903,0.0472343872,0.0463298369,0.045030341,0.0436723459,0.0428829956,4
304247,0.4247959785,0.3001991181,0.2537285588,0.241341708,0.1549933768,0.1449586364,0.1445029462,0.1413561687,0.1380883783,0.1352047825,0.1328410157,0.1127523672,0.1075768816,0.1072097539,0.0993225719,0.0975070374,0.0899075142,0.0896060229,0.0851677733,0.0840206956,0.0793833205,0.0775754178,0.0752570026,0.0726242024,0.0717972753,0.0714225327,0.0713266878,0.0713266878,0.0713266878,0.0704515349,0.0703374188,0.0676694501,0.0656616685,0.065539755,0.0553128985,0.0546487909,0.0540483677,0.0539318237,0.0537151487,0.0534988124,0.0534988124,0.0534950158,0.0523151668,0.050714883,0.0504692547,0.0503220747,0.0501181235,0.0499351081,0.0491963589,0.0483224431,16
304240,0.2676733927,0.2636834304,0.236930387,0.2329301975,0.2125168124,0.1913188799,0.1523210898,0.149013151,0.147148555,0.1423124531,0.1382422267,0.1301588578,0.1285518905,0.1285518905,0.1238801677,0.1162366645,0.1151766023,0.1124530643,0.1070803179,0.1044407227,0.1014025043,0.1006185356,0.0976191433,0.0898629786,0.0856029209,0.0839984155,0.0836795211,0.0782948217,0.0782948217,0.0765455395,0.076527552,0.0726254544,0.0723128603,0.0722262313,0.0712016769,0.0693294463,0.0691211134,0.0641325645,0.064070046,0.0631219636,0.0609031361,0.0604287258,0.0588783489,0.0586920519,0.0584001011,0.0579840469,0.0561384959,0.0549644601,0.0549000574,0.0543505693,6
304241,0.458686745,0.1873451754,0.176147967,0.1620281252,0.1480279113,0.1325197502,0.1228864893,0.1218962025,0.1162762677,0.1146424295,0.1083507696,0.1076365732,0.0994852481,0.0989866862,0.0983354336,0.0964907308,0.0942540827,0.0932055238,0.0931771694,0.0914093015,0.0873250921,0.0855624415,0.0832748192,0.0824436207,0.0823034113,0.0821763332,0.078809843,0.0786613068,0.077807826,0.0767477797,0.073815742,0.0732139109,0.072797967,0.0720578025,0.0717577155,0.0687701013,0.0684105657,0.0676989878,0.0675276395,0.0673056356,0.0669976478,0.0658311893,0.0652890913,0.0649221987,0.0643281631,0.0637824813,0.0632881865,0.0629629736,0.0626470038,0.0625731066,35
304242,0.6830846263,0.2084545403,0.1693818847,0.1617424773,0.1501769726,0.125936759,0.120141578,0.1192627851,0.1187125497,0.1149966521,0.1097615518,0.1036530959,0.1027178536,0.0985910205,0.0901768416,0.0839578393,0.0788174569,0.0783865795,0.0775861423,0.0770383902,0.0766593675,0.0754691422,0.0692403791,0.0686633055,0.0678034453,0.0671807155,0.0633818086,0.0618574689,0.060070789,0.060070789,0.060070789,0.0590201173,0.0576784254,0.0575155567,0.0573745789,0.0555880534,0.0555335646,0.0551420154,0.0539141591,0.05332657,0.0521285243,0.051620939,0.0513589268,0.0503127615,0.0493749316,0.047908292,0.0463883413,0.0458957321,0.0452022969,0.0438074531,9
304243,0.4573949435,0.3140667082,0.2665702443,0.2656037397,0.237817279,0.2204148896,0.2033202503,0.1621968445,0.153684763,0.1375969626,0.1350199418,0.1318464432,0.1173673442,0.1104983199,0.1084343193,0.1012233653,0.0954255009,0.0930949562,0.0887463414,0.0837946295,0.0777178692,0.0695589584,0.0691508589,0.0680649937,0.0615865805,0.0614991721,0.0600936844,0.0600292742,0.0586302046,0.0541322165,0.0514641857,0.0513853437,0.0491256275,0.0489860315,0.0488670854,0.0487680161,0.0468868444,0.0459831014,0.0455126067,0.0454750369,0.045161586,0.0439488144,0.0427882544,0.0418970992,0.0409687741,0.0407650763,0.0402702809,0.0399029567,0.0398184145,0.0397279198,33
304064,0.4272481062,0.3440845055,0.2416071512,0.2299683939,0.1855437463,0.1651777522,0.1592830823,0.1460852359,0.1266239872,0.1186408645,0.1179489204,0.1165697951,0.1110763509,0.1023464172,0.1009018333,0.0998688141,0.0997793704,0.0992790964,0.0956487336,0.0950965326,0.0943382442,0.0903957318,0.0896776593,0.0859051816,0.0831885143,0.0795167235,0.0780331103,0.076782426,0.0748807574,0.0728764174,0.070694976,0.0701903089,0.0697590349,0.0697035653,0.0685237506,0.0681675929,0.0647103918,0.0646137072,0.0645741148,0.0618229953,0.0615349794,0.0604784999,0.0603096016,0.0590063259,0.054332892,0.0540831366,0.0532835659,0.0532304296,0.0530416722,0.0530264219,184
304065,0.6785101384,0.2702007495,0.1758917077,0.1478924143,0.1413028463,0.1247746183,0.119221861,0.0897874154,0.0896055671,0.0882878793,0.0830592297,0.0746398521,0.0743893595,0.0726675487,0.0705137349,0.0688708982,0.0635752128,0.0623873092,0.0623873092,0.0623873092,0.0623873092,0.0622663655,0.0612745991,0.0593047277,0.0588585862,0.0588585862,0.0584968469,0.0564289383,0.0563549174,0.0549102041,0.0542306124,0.0526491169,0.0523907568,0.0518727576,0.051560624,0.0503225256,0.0496252691,0.0492974714,0.0489178316,0.0450109973,0.0419236568,0.0419235215,0.041131803,0.0404061411,0.0402873676,0.0389893702,0.0387168692,0.0384980226,0.0384023859,0.0382577421,16
304109,0.6543740539,0.4502826463,0.2951262825,0.1524664211,0.146065637,0.1258723163,0.1050786039,0.1044580888,0.1015750995,0.0931916793,0.0899917921,0.0876041157,0.0823125745,0.0777593174,0.0769679575,0.0765672689,0.0691881656,0.0653385982,0.0642283916,0.0631112054,0.0605197772,0.0590672529,0.058785969,0.0574731021,0.057132721,0.0569660271,0.0565529768,0.055789975,0.0555183529,0.0551483116,0.0525836293,0.0501588416,0.0485035927,0.0477514173,0.043624297,0.0428444728,0.0417636455,0.0403119597,0.0396130191,0.0395571682,0.0394068303,0.0370020876,0.0367765866,0.0365138825,0.0363469803,0.0357057196,0.0350557529,0.0348958806,0.0340090759,0.0336276721,29
304067,0.4938565732,0.2731346549,0.2680015071,0.1947779277,0.1895391867,0.1876967684,0.184963171,0.1814556664,0.1628199508,0.1605915228,0.1600555313,0.1290613391,0.1109218938,0.0940297297,0.0924626994,0.0879094666,0.0873261646,0.083563171,0.078375367,0.0772475754,0.0739109946,0.0732552793,0.0731325518,0.0713755758,0.0713438752,0.0711302665,0.0709420864,0.0701290602,0.0687978826,0.0649607916,0.0621456358,0.0621456358,0.0616733774,0.0604052045,0.0600040906,0.0600040906,0.0575321052,0.0559740713,0.0554609469,0.0553321304,0.0543630059,0.0530117546,0.0527790933,0.0524371364,0.0523739818,0.051299868,0.0504603931,0.0503546974,0.0500770347,0.0478186795,66
