Filename, Score1 , Score2 , Score3 , Score4 , Score5 , Score6 , Score7 , Score8 , Score9 , Score10 , Score11 , Score12 , Score13 , Score14 , Score15 , Score16 , Score17 , Score18 , Score19 , Score20 , Score21 , Score22 , Score23 , Score24 , Score25 , Score26 , Score27 , Score28 , Score29 , Score30 , Score31 , Score32 , Score33 , Score34 , Score35 , Score36 , Score37 , Score38 , Score39 , Score40 , Score41 , Score42 , Score43 , Score44 , Score45 , Score46 , Score47 , Score48 , Score49 , Score50 , Score51 , Score52 , Score53 , Score54 , Score55 , Score56 , Score57 , Score58 , Score59 , Score60 , Score61 , Score62 , Score63 , Score64 , Score65 , Score66 , Score67 , Score68 , Score69 , Score70 , Score71 , Score72 , Score73 , Score74 , Score75 , Score76 , Score77 , Score78 , Score79 , Score80 , Score81 , Score82 , Score83 , Score84 , Score85 , Score86 , Score87 , Score88 , Score89 , Score90 , Score91 , Score92 , Score93 , Score94 , Score95 , Score96 , Score97 , Score98 , Score99 , Score100 , Citations
304187,0.3644565018,0.3517739945,0.2462943403,0.2366414822,0.1809836661,0.1703131121,0.1564440726,0.1385464888,0.1350718985,0.1244111996,0.123815907,0.1174891228,0.1162850753,0.1131895192,0.1096342414,0.1089673269,0.1067832015,0.0988045169,0.0954638156,0.0894904889,0.0878712753,0.0870344046,0.0848457112,0.0835565324,0.083533756,0.0834024673,0.0819694032,0.0801108449,0.078034921,0.0768281704,0.0758866116,0.0757125311,0.0729365494,0.0711253587,0.0708614079,0.0704817067,0.0687968207,0.0663528943,0.0658957538,0.0618734752,0.0618583696,0.060841855,0.0593335593,0.0589364373,0.0588232267,0.0582273824,0.056571231,0.0555751723,0.0531392278,0.0530289634,0.0516822557,0.0494866957,0.0487592963,0.0487105245,0.0485662339,0.048005739,0.0473720281,0.0472046133,0.0469700832,0.0468589126,0.0462741391,0.0456267091,0.04541447,0.0443504026,0.0438078157,0.0427281747,0.0424284233,0.0420844414,0.0418233437,0.0406524538,0.0406232127,0.0405521412,0.0397717225,0.0397717225,0.0396704833,0.0387793759,0.0383719845,0.0378030176,0.037446553,0.0371150218,0.0362819305,0.0357774498,0.0352300626,0.0351140307,0.0347222352,0.0347056043,0.0342200318,0.0338295138,0.0337679746,0.0333583181,0.0333004459,0.0331258661,0.0331071698,0.0324553837,0.0318830154,0.0318748406,0.0313428057,0.0313133888,0.0313133888,0.0313133888,1
304186,0.4463749048,0.4006666084,0.3833254965,0.3663892204,0.1579658896,0.1399209176,0.1335893328,0.1281325474,0.1223606889,0.1214792103,0.112009412,0.1116574671,0.1088598906,0.0975190837,0.0950588611,0.0880155498,0.0871797285,0.0825701825,0.0819631176,0.0811445874,0.0805576003,0.0706381122,0.0701994441,0.0664405013,0.0655390979,0.0638968889,0.0637089386,0.062294239,0.0601894421,0.0576586893,0.05717964,0.0570412326,0.054796331,0.0496872899,0.0489459761,0.0466263638,0.0466263638,0.045090243,0.0446430172,0.04358851,0.0432228389,0.0424886939,0.0415611258,0.0409331818,0.0398322112,0.0390522774,0.0389762991,0.0381309711,0.0378917235,0.0376331938,0.037452854,0.0372341068,0.0359205118,0.0357197287,0.0329478224,0.0323601809,0.0313895765,0.0313169677,0.0297286901,0.0296885772,0.029451133,0.0281132142,0.0278984315,0.0277907402,0.0275004197,0.0271899313,0.0260862131,0.0259394069,0.0254644386,0.0249496673,0.0248739002,0.0248142064,0.0243261855,0.0235618411,0.0233365231,0.0233131819,0.0233131819,0.0228575034,0.0222388906,0.0221999595,0.0220057001,0.0218998362,0.0217641559,0.0216087488,0.0212942915,0.0207305701,0.0205433812,0.0204968444,0.0204592042,0.020430508,0.020110976,0.0198978326,0.0198413925,0.0195095418,0.0194709503,0.0194170795,0.0194047239,0.0193326888,0.0192921941,0.0192212886,13
304185,0.4138749456,0.2731134774,0.2725677734,0.2323595507,0.2277050312,0.2209943108,0.2165988223,0.213377647,0.2096675245,0.205907633,0.1634435724,0.1308812867,0.105871978,0.0978276584,0.0975142808,0.0917020757,0.0909073242,0.0856924999,0.0778591715,0.0734671145,0.0687045295,0.0661885661,0.0653041018,0.0627417194,0.0613226282,0.059029061,0.0585408535,0.0564342346,0.0554285822,0.0541497056,0.0541497056,0.0541497056,0.0541497056,0.0541497056,0.0541497056,0.0541497056,0.0541497056,0.0538365898,0.0524073645,0.0512891219,0.0510869142,0.0510869142,0.0510869142,0.0510869142,0.0510869142,0.0510869142,0.0510869142,0.0510869142,0.0507618363,0.0502947096,0.0491983445,0.0489138292,0.0478964111,0.0475600458,0.0472282535,0.0472282535,0.0459677911,0.0458510379,0.0446866186,0.0445194629,0.0436779528,0.0436779528,0.0428857123,0.0427882465,0.0419923771,0.0413606436,0.0412724257,0.0411506674,0.0406151615,0.0405722449,0.040010537,0.0396613773,0.0394507423,0.0394507423,0.0394507423,0.0389295858,0.0384420764,0.0384420764,0.0381340631,0.0379841318,0.0375638993,0.0375523701,0.0374357435,0.0371439586,0.0368801833,0.0368134832,0.03665569,0.0363879509,0.0360365493,0.0360365493,0.0360365493,0.035070925,0.0347746607,0.0347746607,0.0344895788,0.0344182379,0.033949794,0.033949794,0.033949794,0.0334460225,13
304184,0.3501417292,0.3116740749,0.2923859521,0.2822651751,0.2472699505,0.2324859178,0.1771609861,0.1568883139,0.1549576193,0.1549576193,0.1549576193,0.1549576193,0.1549576193,0.146192976,0.1416387982,0.1351508314,0.1284783644,0.1278775566,0.1278775566,0.1158600861,0.1074618193,0.105184318,0.1031240674,0.1003607867,0.091886299,0.0867134148,0.081436418,0.0774788097,0.0774788097,0.0774788097,0.0774788097,0.073096488,0.0720976199,0.071503043,0.0699871813,0.0675754157,0.0675754157,0.0675754157,0.0639387783,0.062495553,0.062495553,0.061222538,0.0600837873,0.0580518252,0.05644715,0.05644715,0.0557014657,0.0550039246,0.0546624912,0.0543486855,0.0543486855,0.0537309097,0.0520648283,0.0485762499,0.0470652063,0.0459431495,0.0443188792,0.0431299746,0.040259378,0.0361736871,0.0351971366,0.0350395539,0.0343653313,0.0329596995,0.0318738005,0.0317160147,0.0307429999,0.0289650215,0.0280905716,0.0277055083,0.0264806366,0.0252294142,0.0245020418,0.0234088305,0.0230387456,0.0168508809,0.0166936688,0.0159766361,0.0143995973,0.0115943145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
302220,0.4499029178,0.2440817294,0.2306821541,0.1526118883,0.1521398971,0.1472790757,0.1471003863,0.1416256763,0.1341604506,0.132876866,0.1325284695,0.1282979152,0.1218289989,0.1189379708,0.1157845831,0.1053794452,0.1037972,0.0968636783,0.0953889451,0.0877649321,0.0865599054,0.0855319435,0.0850201471,0.0820167348,0.0810484034,0.0776438165,0.0775321628,0.0770132606,0.0757422901,0.0743109956,0.0735501932,0.0735501932,0.0735501932,0.0719739999,0.0697603503,0.0693900802,0.0678858059,0.066438433,0.0624697461,0.0611388179,0.0608363504,0.0601567841,0.060086478,0.057786602,0.0574890852,0.0574334057,0.0557810467,0.0551665598,0.0548787328,0.0544821787,0.0528770844,0.0523420296,0.0515928979,0.0515928979,0.0515928979,0.0510064468,0.0503040859,0.0496692049,0.0494292834,0.0494248453,0.0493569671,0.0490334621,0.0490334621,0.0490334621,0.0490334621,0.0490334621,0.0490334621,0.0486402581,0.0483042551,0.0480547997,0.0467703249,0.0466131995,0.0465107781,0.0462600534,0.0462600534,0.0462600534,0.0450552408,0.0442922887,0.0442922887,0.0435358297,0.0427659717,0.04151888,0.0412338651,0.040464479,0.040013613,0.0398937061,0.0395511152,0.0395511152,0.0393614379,0.0388747604,0.0387454713,0.0385764288,0.0380247983,0.0373728702,0.0372882534,0.0372195924,0.0367777066,0.0367777066,0.0362925788,0.0357233055,199
304189,0.4256631441,0.3748523189,0.2736099127,0.2543120677,0.2108163632,0.2001613524,0.1855842955,0.1691304935,0.1683784211,0.159760153,0.1572356826,0.1570835763,0.1525380615,0.1427655459,0.1098368749,0.0937467854,0.0928046559,0.0926243211,0.0871712208,0.0834590175,0.0779651337,0.0741619129,0.0738974186,0.0674006253,0.0647098514,0.063266097,0.0630700665,0.0626502128,0.0618614318,0.0618614318,0.0604479498,0.0595416837,0.0591217503,0.0546418192,0.0546418192,0.0546418192,0.0534354485,0.0530673932,0.0528898788,0.0525416343,0.050524672,0.0492088824,0.048716346,0.0483791351,0.0471771364,0.0456291794,0.0451300736,0.0437134554,0.0437134554,0.0426091151,0.0422956486,0.0417301267,0.0416984286,0.0414146022,0.0412409546,0.0412409546,0.040835346,0.0406558609,0.0376804448,0.0371333079,0.0344440574,0.034422635,0.0342583305,0.0342367361,0.0333168447,0.0327850915,0.0327850915,0.0327850915,0.0327850915,0.0321090762,0.0318283492,0.0311254473,0.0308123404,0.0307345207,0.0306634659,0.030624648,0.0302557428,0.0299900702,0.0296505456,0.0296150155,0.0293749163,0.0287220673,0.0285944789,0.0285887729,0.0283445592,0.0280281863,0.027620649,0.0274306335,0.0270556389,0.0267540267,0.0257584509,0.0257252316,0.0257177269,0.0252759525,0.0242244922,0.0240345275,0.0235611092,0.0232074568,0.0230994822,0.0222579968,186
304188,0.399334403,0.3236208953,0.3002015925,0.2213736529,0.1782248003,0.1515644006,0.1463267962,0.1394560326,0.1263465088,0.1260615465,0.1159670256,0.1082560053,0.1042664626,0.0934242243,0.0934151454,0.0914666349,0.0866910213,0.0866910213,0.0857639022,0.0830034437,0.0808108236,0.0796686061,0.0780452491,0.0779678791,0.0758805669,0.0753133818,0.074985235,0.0734718454,0.0726280132,0.066851581,0.0657995634,0.065018266,0.0636087662,0.0629687426,0.0615514194,0.0612512837,0.0586961065,0.0583010308,0.0581457833,0.0578488314,0.0577838132,0.0574302313,0.0574302313,0.0564753309,0.0560572932,0.0553586438,0.054104228,0.0540890234,0.0540870516,0.0533956989,0.0519642997,0.0506517684,0.0503749941,0.0497944686,0.0486288093,0.0477928649,0.0475489927,0.0468765407,0.0465253612,0.045991549,0.045944185,0.045944185,0.045944185,0.045944185,0.045942633,0.0456221696,0.0453804664,0.0445363812,0.0432877431,0.0430591958,0.0424031294,0.0406113184,0.0404575801,0.0402199626,0.0400715681,0.0400715681,0.0385658876,0.0384207418,0.0377185703,0.0367940604,0.0366571725,0.0365790444,0.0365790444,0.0360065581,0.0359897989,0.0358101328,0.035624397,0.0353547353,0.034950032,0.0348605603,0.0348470179,0.0344581388,0.0344581388,0.0336757936,0.0331892371,0.0330337915,0.0328697475,0.0328317756,0.032509133,0.032509133,13
302221,0.2382214247,0.2152395954,0.2125565142,0.202807685,0.1888709701,0.1860499717,0.1795972711,0.171777633,0.1641051145,0.160915047,0.1497332654,0.1472020307,0.1396661292,0.1362614134,0.1240078206,0.1222817728,0.1213641561,0.1212121248,0.1150932205,0.1126554388,0.1093322545,0.1076251828,0.107060342,0.1001035965,0.0918153404,0.0903365185,0.0901199286,0.0876529765,0.08574587,0.0829709869,0.0788549376,0.0788549376,0.0786007382,0.0784381239,0.0764393053,0.0763086745,0.0756620611,0.0738536296,0.0724185363,0.0716166038,0.068333759,0.0680441048,0.0676196938,0.0667700902,0.0637691245,0.0629886965,0.0617809723,0.0616022132,0.0615765074,0.0600080723,0.0563249554,0.0562262623,0.0560151645,0.0559666233,0.0554868473,0.0545585344,0.0538494922,0.0524778448,0.0506960576,0.0506924599,0.0491731212,0.0490486397,0.0489481592,0.0488477748,0.048595102,0.047979819,0.0479475356,0.0477871428,0.0473411353,0.0471815862,0.0461800752,0.0457170535,0.0450794238,0.0450599643,0.0450599643,0.0450599643,0.0450599643,0.0447642607,0.0445009537,0.044310507,0.0441606092,0.043896021,0.0436792544,0.0418699642,0.0417176239,0.0415029422,0.0412729727,0.0400514363,0.0395915619,0.0395653795,0.0394274688,0.0394274688,0.0381543373,0.0374701655,0.0374386616,0.037301688,0.03719739,0.03719739,0.0362713312,0.0360820013,20
301113,0.5711053587,0.3388218553,0.1862084725,0.177652081,0.1443805563,0.1236892751,0.0997193651,0.095164399,0.0931891454,0.0906730217,0.0888260405,0.0887956201,0.0867304906,0.0860762671,0.0798036311,0.0754447558,0.074941202,0.074941202,0.0707024114,0.0707024114,0.0707024114,0.0700408776,0.0699778328,0.0677838573,0.0676949416,0.0676949416,0.0676949416,0.065886261,0.0653621668,0.0653621668,0.0624488921,0.0618446376,0.0618446376,0.0618446376,0.0605898161,0.0592173603,0.0592173603,0.0588155485,0.058346931,0.0581159063,0.0581159063,0.0562098905,0.056052079,0.0556655165,0.0549662631,0.053360651,0.0527187063,0.0526893866,0.0525686422,0.0510976602,0.0501355559,0.0494085544,0.0488471635,0.0488061867,0.0484710576,0.0481124876,0.0481105919,0.0472307701,0.0466308553,0.0460346242,0.0453223817,0.0450193419,0.0447083393,0.044658557,0.0441839783,0.0438809034,0.0434834559,0.0431884557,0.043113326,0.0412906106,0.0412392751,0.0410842265,0.0408914371,0.0408805916,0.0406518812,0.0405091947,0.0402312079,0.0395405834,0.0390630587,0.0385364446,0.0384901652,0.0375100667,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,0.037470601,15
301112,0.470476082,0.2163273564,0.1898507777,0.1838773595,0.1740032077,0.1658434576,0.1610523484,0.1456482408,0.1411212242,0.1368737554,0.1361219729,0.1248878262,0.11850348,0.1114955207,0.1079704154,0.107235214,0.098023568,0.0976366424,0.0966843849,0.0957720872,0.092969432,0.0881316761,0.0825861051,0.0824804084,0.0812824547,0.0812709197,0.0762619676,0.0757899306,0.0751422757,0.0723554992,0.0704693249,0.0701154087,0.0675369771,0.0663750082,0.0647077632,0.0635683375,0.0623533594,0.0621678374,0.0585701106,0.056694269,0.0560996652,0.0555034885,0.0552860883,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0541767682,0.0515974468,0.0515026351,0.0511124461,0.0511124461,0.0511124461,0.0511124461,0.0511124461,0.0511124461,0.0511124461,0.0510263044,0.048938275,0.0476836946,0.0472518569,0.0472518569,0.0472518569,0.0469660166,0.0460881739,0.045873953,0.0447089518,0.0447089518,0.0447089518,0.0436997819,0.0436997819,0.0433629741,0.042809631,0.042809631,0.0426964998,0.0420133638,0.0418379987,0.0412930525,0.0412433197,0.0408509059,0.0406642827,0.0405538061,0.0400305333,0.0394704587,0.0389490418,0.0385955461,0.0384612888,0.0380031153,0.0378949653,0.0378184329,0.0376561227,0.0375711378,0.0375711378,0.0375711378,14
301111,0.4019013025,0.3519231723,0.2858503198,0.2728158578,0.2285184939,0.1641341966,0.1545178089,0.1427779079,0.1314394126,0.1256402859,0.1195061809,0.1184912918,0.1182782256,0.1155051721,0.1117603382,0.1058704888,0.1037219947,0.1001048989,0.0989511809,0.0980871753,0.0972926609,0.0898940608,0.0898940608,0.086237116,0.084696391,0.0829439043,0.0797055785,0.0771727118,0.0739420458,0.0723650434,0.0705010297,0.0699176028,0.0696490776,0.0682887971,0.064510365,0.0635409479,0.0594197585,0.0587426395,0.0566617633,0.0561051881,0.0537872375,0.0531258742,0.0529352444,0.0525928765,0.0503605593,0.0499881595,0.049368744,0.0479549263,0.0478167974,0.0474020397,0.0445586755,0.0445003029,0.0435527813,0.0431886792,0.0423121671,0.0419720464,0.0412609984,0.040631501,0.0403467741,0.0382106097,0.0380064684,0.037222425,0.0371807967,0.037026558,0.0369319945,0.0368178858,0.0366529561,0.0363624505,0.0359683763,0.0359197807,0.0355339301,0.0350653611,0.0349475153,0.0348951736,0.0347556799,0.0337986372,0.0331464992,0.0328404629,0.032613677,0.0325112631,0.0317611466,0.0317611466,0.0316488443,0.0314332932,0.0312888069,0.0311735818,0.0304194645,0.0300758372,0.0300624923,0.0300213398,0.0296542623,0.0295076125,0.0291614579,0.0291362161,0.0290579702,0.0290139915,0.028856959,0.0287725358,0.0286900785,0.0283881086,200
301059,0.2502555916,0.2200579997,0.1661521785,0.1608622562,0.1565302427,0.1479406989,0.1446488764,0.1372899106,0.1324853149,0.126064277,0.1231457639,0.1228145107,0.12211992,0.1147346543,0.1089347034,0.1074051889,0.1062636484,0.1028714237,0.0985166112,0.0980251824,0.0977498353,0.0965503109,0.0949002867,0.0938606098,0.0929443588,0.0865289632,0.0827232828,0.0783249709,0.0779166048,0.0771464567,0.0741915065,0.0738927022,0.0735057908,0.0727926861,0.0717742302,0.0717742302,0.0705435722,0.0692824209,0.0684068273,0.0678500431,0.0667430871,0.0667430871,0.0666152968,0.0662397757,0.0662127494,0.0662019779,0.0659032171,0.0656755221,0.0651543302,0.064795118,0.0644431133,0.064120943,0.063117933,0.0630153223,0.0628583499,0.0627481976,0.0624269014,0.0622484019,0.0622484019,0.0608847277,0.0589520807,0.0589379016,0.0573671116,0.0572987421,0.0568480602,0.0562806078,0.0561399135,0.0554195267,0.054616521,0.0545945146,0.0531195529,0.0526837506,0.051668675,0.0515683656,0.0512403374,0.0512403374,0.0509151089,0.0508608096,0.0506912584,0.0504745462,0.0501543709,0.0500772684,0.0499614726,0.0492583056,0.0492583056,0.0492583056,0.0492583056,0.0492580522,0.0491719947,0.048731227,0.0487138237,0.0484131564,0.0478687621,0.0476501169,0.047444578,0.046987682,0.046854438,0.0464721794,0.0460542014,0.0447367364,26
301117,0.2919684172,0.1677937841,0.1657586407,0.1438644071,0.140261043,0.1261338041,0.1260309278,0.125745579,0.1240642025,0.123244199,0.1163305358,0.1156222924,0.1154639876,0.111429087,0.1108811972,0.1058333769,0.0958915938,0.0939253723,0.0894621054,0.0884186728,0.0878382841,0.0857277077,0.0841724287,0.0826655137,0.0824379557,0.0822652603,0.0800595964,0.0784442811,0.0774494878,0.0767262051,0.0764732412,0.0745099582,0.0725082381,0.0724802193,0.0724776292,0.072147796,0.0704992792,0.0690697789,0.0687053657,0.0682748821,0.0671492914,0.0669369086,0.0666983796,0.0660416618,0.0653012065,0.065247648,0.063800009,0.063727701,0.063584693,0.0618995084,0.0616844466,0.0611995705,0.0610003147,0.0601231634,0.0594774559,0.0582920381,0.0582321196,0.057688774,0.0561887376,0.0535114289,0.0531061443,0.0530738207,0.0528546934,0.0526683395,0.052590784,0.0524478109,0.0524251954,0.0514037055,0.0511919533,0.0511583497,0.0509821608,0.0509821608,0.0497355034,0.0495291208,0.0494619619,0.0494332108,0.049245413,0.0491431641,0.0489672203,0.0488234872,0.0484524802,0.0484269829,0.0483138732,0.0480357578,0.0474498335,0.0462515065,0.0453580709,0.0448113463,0.0446091612,0.0445405405,0.0444102456,0.0442517704,0.0438735665,0.0436411421,0.0436260172,0.0435012787,0.0431689325,0.0429348151,0.042912855,0.0425126986,29
301249,0.2863617581,0.2665938728,0.2592980544,0.2462795215,0.1957094761,0.1909078387,0.183366304,0.1672317586,0.1590898656,0.1538097841,0.1533090844,0.1488027808,0.1461824619,0.1437070512,0.1272718925,0.1082122144,0.1021666883,0.0954539194,0.0900818257,0.0900548976,0.0890227327,0.084507946,0.080825209,0.080825209,0.080825209,0.0774628103,0.0767444304,0.0764558972,0.0735204413,0.0732285809,0.0726999279,0.0720071426,0.0715343624,0.0712219766,0.0699009104,0.0684753061,0.0673836203,0.0671513766,0.0667498605,0.0658494443,0.0647935574,0.0641805086,0.0636359462,0.0636359462,0.0600365984,0.0575928795,0.0566591033,0.0565010831,0.0559682725,0.0555019564,0.0534164825,0.0532071715,0.0527540639,0.0514495388,0.0503108727,0.0489263302,0.0483596657,0.048066145,0.047100745,0.0470911204,0.0470171825,0.0456845086,0.0447409287,0.0446383991,0.0444024449,0.0440885041,0.0438996591,0.0412148409,0.0412148409,0.0405316513,0.040391588,0.0394917595,0.0373394615,0.0372673275,0.0369390779,0.03689114,0.0368233808,0.0366947476,0.0366094648,0.0366033103,0.0361965027,0.0354623657,0.0352605396,0.0350617151,0.0348859256,0.0343177712,0.0343032221,0.0337441783,0.0335924296,0.0331731167,0.0327487053,0.0326035931,0.0325042199,0.032469476,0.0323321476,0.0322962254,0.0322025529,0.032128718,0.0320996186,0.0319206826,3
301115,0.4735842844,0.355896403,0.3398825107,0.333601474,0.2425350333,0.1623600502,0.1296439275,0.1188741696,0.1041341128,0.102979163,0.1015673174,0.08851907,0.0843951561,0.0827015494,0.0802317576,0.0799492311,0.0794149163,0.0757433963,0.0755180529,0.0748147078,0.0734170779,0.0664187042,0.064079084,0.0601977564,0.0563326061,0.0560392476,0.0550560634,0.0541123296,0.0529890994,0.0528420779,0.0524196926,0.0523202542,0.0517852765,0.050517998,0.0492149944,0.0472063756,0.0469561762,0.046394462,0.046394462,0.0461832122,0.0460610498,0.0446723551,0.044366856,0.0441654934,0.0434524678,0.0433436343,0.0431445712,0.0429136932,0.04255286,0.0421780719,0.041564783,0.0411351557,0.0397766527,0.0395532963,0.0393821975,0.038022925,0.0377758231,0.0371534952,0.0366656108,0.0361800955,0.0354748922,0.0354368255,0.0352548162,0.0351917665,0.0350294455,0.0349222446,0.0348429706,0.0346548184,0.0343263877,0.0337412503,0.0335666133,0.0334321857,0.0332506842,0.0327761233,0.0326625834,0.0325930798,0.032528657,0.0323854752,0.0315696856,0.0315137993,0.0311642482,0.0303369173,0.0298017025,0.0295994692,0.0295767845,0.0295734458,0.0295499504,0.029463013,0.02922162,0.0292031213,0.0290554669,0.0288874399,0.028686954,0.0283310586,0.0283013402,0.0280939052,0.0280204299,0.0277486491,0.0276601573,0.027339233,9
301114,0.443925865,0.2932904081,0.2167791485,0.2057456522,0.1683337185,0.1653591647,0.131031131,0.1220794041,0.1142851618,0.11347048,0.1088686786,0.1012273901,0.1012273901,0.0983322226,0.0919205797,0.0914394495,0.091000114,0.0882884365,0.0878245035,0.0874153897,0.0852816351,0.0843452085,0.0835371075,0.0824394838,0.0816515089,0.0801923885,0.0785004959,0.0780990075,0.0759259307,0.0695545107,0.0674849267,0.0674849267,0.0674849267,0.0674849267,0.0674849267,0.0674849267,0.0660266937,0.0656617178,0.0656420707,0.0620372785,0.0614131793,0.060959633,0.0588589576,0.0588589576,0.0572880864,0.0571425809,0.0569510345,0.0566473451,0.0561933046,0.055691405,0.0549377686,0.0544343393,0.0530822969,0.0523336639,0.0522602935,0.0508295732,0.0508219713,0.0498637644,0.0485547767,0.0474348766,0.046561428,0.0464306775,0.0462987351,0.0462141147,0.0458083702,0.0453733234,0.0446411717,0.04449265,0.04449265,0.0438771769,0.0437076948,0.0419913181,0.0417562373,0.0416826344,0.0416826344,0.0413837519,0.0413837519,0.0407554634,0.0400573959,0.0400170071,0.0397030822,0.0386022491,0.0386022491,0.0384374062,0.0383858256,0.0374920073,0.0371824011,0.036813177,0.0366300833,0.0359488999,0.0356242467,0.0355454473,0.0353121559,0.0350663773,0.0349400853,0.0349161769,0.0349161534,0.0347125016,0.0345974046,0.0337424634,22
301052,0.5013990237,0.4336511725,0.2719768709,0.2158153796,0.1824754008,0.1681282499,0.1535690484,0.143106753,0.1259478664,0.1197736193,0.1151767863,0.1091126581,0.1084099509,0.1017349413,0.1007471522,0.0957243284,0.0947941678,0.0849547463,0.0837480023,0.0813879531,0.0811434364,0.0754867596,0.0738498814,0.0718986864,0.0681717295,0.0673846353,0.0650324639,0.0631736209,0.0631152761,0.0620993841,0.0617480617,0.0612921494,0.0576021192,0.0575883932,0.0571877317,0.0551387546,0.0541189002,0.0539703794,0.0518450518,0.0513998708,0.0500563494,0.047562005,0.0452415653,0.0423314011,0.0418012478,0.0417484959,0.0415736697,0.0411229633,0.0406939765,0.0406939765,0.0406939765,0.0398689995,0.0391869475,0.0383922621,0.0383922621,0.0383555964,0.037639891,0.0363792148,0.0361424377,0.0356867938,0.0349518002,0.0343957391,0.0343419512,0.034220915,0.0331269382,0.0325136307,0.0323681397,0.0300682679,0.0293107175,0.0292749638,0.0290140095,0.0290140095,0.0288895561,0.0283352126,0.0282822827,0.0281937593,0.0273604944,0.0269181644,0.0264659295,0.0264417255,0.0258377082,0.0256944888,0.0253844297,0.0253431138,0.0253157278,0.0251895733,0.025134978,0.0246166271,0.0245587221,0.0244460456,0.0240606104,0.0240530732,0.02401398,0.0238463915,0.0231159218,0.0224212996,0.0222045435,0.0221986543,0.0218122105,0.0214817194,26
301053,0.3096190672,0.2989755269,0.2872736856,0.2719867424,0.186044991,0.1676958201,0.1632633379,0.1586077115,0.1509956179,0.1483398286,0.1359933712,0.1304492319,0.1220554677,0.1175245626,0.1106692781,0.1102720822,0.1079620203,0.1050178802,0.1039026694,0.1011280216,0.0981703064,0.0960976814,0.0960976814,0.0950694076,0.0943180795,0.0884221232,0.0871758595,0.0868057457,0.0868057457,0.0838144106,0.0829268258,0.073244801,0.0700119201,0.0691187265,0.0680275377,0.0659315387,0.0654730695,0.0652138141,0.0652009686,0.0639354555,0.0621686056,0.0595840027,0.0585174315,0.0573298484,0.0565478203,0.0562779997,0.0560831967,0.053345703,0.050284063,0.0480488407,0.0480488407,0.0480488407,0.0480488407,0.0480488407,0.0480488407,0.0472957266,0.046646668,0.0465028033,0.0459926149,0.0453311237,0.0453311237,0.0453311237,0.0453311237,0.0453311237,0.045214836,0.0438267373,0.0434028729,0.0434028729,0.0434028729,0.0434028729,0.0434028729,0.0434028729,0.0431295623,0.0426464907,0.042256342,0.0419977451,0.0419072053,0.0419072053,0.0418497547,0.0417460543,0.0406851559,0.0406851559,0.0406851559,0.0406851559,0.0406851559,0.0406851559,0.0404264518,0.0396519279,0.0396519279,0.0396519279,0.038756905,0.0384280468,0.0377942594,0.0375836467,0.0372612375,0.0372612375,0.0366224005,0.0365143603,0.0363852428,0.0360391881,20
301050,0.2431869877,0.2353900825,0.2063966075,0.1999659902,0.1915324323,0.1823861226,0.1808819812,0.1781648754,0.172521737,0.1667565496,0.159663223,0.1406139391,0.1292749699,0.1093484092,0.0925641648,0.0921055654,0.0903992698,0.0891332991,0.0886634889,0.0883770159,0.0879055344,0.0864278336,0.0858493772,0.0836478095,0.0826578633,0.082408232,0.0822313744,0.0821301617,0.0798316115,0.0787901292,0.0756923912,0.0755101115,0.0747747043,0.0745293616,0.0725337319,0.068707168,0.0673601782,0.0643870329,0.0638452689,0.0602953406,0.0601916578,0.0593936246,0.0589180106,0.0589180106,0.0589180106,0.0577420617,0.0561986525,0.0547220076,0.054630362,0.0545477442,0.0543842352,0.0543737967,0.0541620995,0.0535306435,0.0532210743,0.0532210743,0.052885938,0.0527600252,0.052572826,0.0520767576,0.051089618,0.0508428874,0.0488429053,0.0479357911,0.0467448327,0.0465560862,0.045114857,0.0438686749,0.0435337777,0.0434025533,0.0428218987,0.0423852072,0.0423770668,0.042040615,0.0414920655,0.0409599711,0.04085915,0.0404955251,0.040347435,0.039699422,0.0388613893,0.0388335216,0.0388110598,0.0378368415,0.0375266559,0.0372277524,0.0370823734,0.0369393389,0.0366529016,0.0363912063,0.0362593757,0.0361459345,0.0358773552,0.0356319954,0.0355568851,0.0353937485,0.0351587538,0.0350709055,0.0342767712,0.0340933147,10
